UniProt	GeneSym
Q56P03	EAPP
Q9HAF1	MEAF6
O95905	ECD
P40939	HADHA
P55084	HADHB
Q86YB7	ECHDC2
Q96DC8	ECHDC3
P30084	ECHS1
Q08426	EHHADH
P42126	ECI1
O75521	ECI2
Q6UWP2	DHRS11
Q9H6R0	DHX33
Q8NDZ4	C3orf58
Q8N5I4	DHRSX
O60879	DIAPH2
Q9H1X3	DNAJC25
Q9UKB3	DNAJC12
Q96SC8	DMRTA2
Q9P1A6	DLGAP2
Q86YH6	PDSS2
Q8TF09	DYNLRB2
Q92997	DVL3
P0DN84	null
Q13838	DDX39B
Q14397	GCKR
Q9NP62	GCM1
Q9P109	GCNT4
Q96CW5	TUBGCP3
Q9UGJ1	TUBGCP4
Q96RT8	TUBGCP5
Q9NYC9	DNAH9
Q8NCM8	DYNC2H1
P04150	NR3C1
Q8TE73	DNAH5
Q05193	DNM1
Q14209	E2F2
Q9H329	EPB41L4B
Q66K89	E4F1
Q6ZTU2	EP400P1
Q9HCS5	EPB41L4A
Q9NR61	DLL4
Q92988	DLX4
Q9UGM3	DMBT1
Q96PT4	DUX3
P54792	DVL1P1
O00148	DDX39A
Q99848	EBNA1BP2
Q6P2I7	EBLN2
Q9BY08	EBPL
P42892	ECE1
P0DPD6	ECE2
O95672	ECEL1
P12724	RNASE3
Q6P2E9	EDC4
A0A1B0GTR0	EDDM13
Q9BV94	EDEM2
Q9BZQ6	EDEM3
O60869	EDF1
O43854	EDIL3
P14138	EDN3
Q7L9B9	EEPD1
Q3B7T1	EDRF1
Q05639	EEF1A2
Q96MZ0	GDAP1L1
Q99675	CGRRF1
Q8N9H6	C8orf31
Q6P047	C8orf74
O95992	CH25H
Q14839	CHD4
Q9H9P2	CHODL
Q8NFT8	DNER
Q96M86	DNHD1
Q96EY1	DNAJA3
Q8WW22	DNAJA4
P25685	DNAJB1
P61024	CKS1B
Q8WZ79	DNASE2B
Q92874	DNASE1L2
O96005	CLPTM1
P06340	HLA-DOA
Q14183	DOC2A
Q92608	DOCK2
Q8N1I0	DOCK4
Q9H7D0	DOCK5
Q96HP0	DOCK6
Q8NF50	DOCK8
Q9BZ29	DOCK9
Q9BU89	DOHH
Q99704	DOK1
O60496	DOK2
Q7L591	DOK3
Q8TEW6	DOK4
Q9P104	DOK5
Q6PKX4	DOK6
Q18PE1	DOK7
Q9UPQ8	DOLK
Q9NYP3	DONSON
Q5JWR5	DOP1A
Q9Y3R5	DOP1B
P30046	DDT
P09172	DBH
Q86YN1	DOLPP1
Q8TEK3	DOT1L
Q1HG43	DUOXA1
Q1HG44	DUOXA2
Q9UKG1	APPL1
Q8NEU8	APPL2
A0A0U1RQF7	DPEP2NB
P20036	HLA-DPA1
Q9H5Z1	DHX35
O75911	DHRS3
Q9H2U1	DHX36
Q8IY37	DHX37
Q8IX18	DHX40
Q9UBX3	SLC25A10
Q14689	DIP2A
Q9NXW2	DNAJB12
O94907	DKK1
Q9UBU2	DKK2
Q9UK85	DKKL1
Q5HYR2	DMRTC1
Q09013	DMPK
Q15700	DLG2
O96015	DNAL4
Q9NR33	POLE4
Q9UHN1	POLG2
P09884	POLA1
O75879	GATB
P16520	GNB3
Q9HAV0	GNB4
Q8N1C3	GABRG1
P18507	GABRG2
P0CJ85	DUX4L2
Q13202	DUSP8
Q9UNI6	DUSP12
Q6ZN92	null
Q8WTR2	DUSP19
Q96PT3	DUX5
P30793	GCH1
O75603	GCM2
Q92616	GCN1
Q9BZD3	GCOM2
Q9C0G6	DNAH6
Q9H3P7	ACBD3
Q14204	DYNC1H1
Q8IVF4	DNAH10
Q96DT5	DNAH11
Q9P2D7	DNAH1
Q9P225	DNAH2
Q96FJ2	DYNLL2
P63172	DYNLT1
Q13627	DYRK1A
Q92538	GBF1
P32926	DSG3
P57055	RIPPLY3
Q96T75	DSCR8
P59020	DSCR9
P34903	GABRA3
Q8IZU8	DSEL
P48169	GABRA4
O60469	DSCAM
P31644	GABRA5
O95166	GABARAP
P18505	GABRB1
P28472	GABRB3
P0CJ89	DUX4L6
P0CJ90	DUX4L7
Q9BY60	GABARAPL3
O00591	GABRP
Q4G0W2	DUSP28
Q13115	DUSP4
Q9UN88	GABRQ
Q96G46	DUS3L
P52951	GBX2
Q8IWJ2	GCC2
Q6RFH8	DUX4L9
A6NLW8	DUXA
O77932	DXO
O14641	DVL2
Q30KR1	DEFB109B
Q7Z7B8	DEFB128
Q13117	DAZ2
Q9UK59	DBR1
Q8WV16	DCAF4
Q8N568	DCLK2
P27707	DCK
Q9UHI6	DDX20
Q9Y6V7	DDX49
Q9NUI1	DECR2
Q92499	DDX1
Q16832	DDR2
O75064	DENND4B
Q16854	DGUOK
O43143	DHX15
Q9P265	DIP2B
Q8TBM8	DNAJB14
P59910	DNAJB13
Q8N4W6	DNAJC22
Q9UBT3	DKK4
Q8NFW5	DMBX1
Q96GE9	DMAC1
Q9NW81	DMAC2
P37058	HSD17B3
P49448	GLUD2
Q6P3W2	DNAJC24
Q8IXB1	DNAJC10
A7MBM2	DISP2
Q9P2K9	DISP3
O00548	DLL1
Q8IXT2	DMRTC2
P56178	DLX5
P56179	DLX6
Q9Y485	DMXL1
P78334	GABRE
Q9BVJ7	DUSP23
Q8NBA8	DTWD2
Q8TDB6	DTX3L
P28476	GABRR2
Q05923	DUSP2
Q6XUX3	DSTYK
Q68J44	DUPD1
O95147	DUSP14
Q9H1R2	DUSP15
Q8WZA8	GCRG224
Q8NEJ0	DUSP18
Q6P1R4	DUS1L
P28562	DUSP1
Q9UBX2	DUX4
O14640	DVL1
Q8N3D4	EHBP1L1
Q05215	EGR4
Q9H6Z9	EGLN3
P60228	EIF3E
P61550	ERVS71-1
P22413	ENPP1
Q8IV61	RASGRP3
Q9Y2C4	EXOG
Q9Y3B2	EXOSC1
Q96B26	EXOSC8
O43909	EXTL3
Q9NRY5	FAM114A2
P50502	ST13
Q8WW52	FAM151A
Q5BKY9	FAM133B
Q9UHL3	FAM153A
O75949	FAM155B
C9JC47	FAM157A
P0CG42	FAM157B
Q9Y6X4	FAM169A
Q96EK7	FAM120B
O00757	FBP2
Q5VUB5	FAM171A1
A8MVW0	FAM171A2
Q6P4H8	FAM173B
Q8TBP5	FAM174A
Q8NB25	FAM184A
A6NE01	FAM186A
Q8IYM0	FAM186B
Q96LR4	FAM19A4
Q7Z5A7	FAM19A5
Q96PV7	FAM193B
Q9UFP1	FAM198A
Q5SY85	FAM201A
Q9H8W3	FAM204A
Q6ZU69	FAM205A
Q63HN1	FAM205BP
A6NFA0	FAM205C
Q32MH5	FAM214A
Q96KR6	FAM210B
Q8IW50	FAM219A
A6NKX1	FAM223B
Q96M60	FAM227B
Q86W67	FAM228A
P0C875	FAM228B
H3BQW9	FAM229A
Q4G0N7	FAM229B
P0DMU4	FAM231AP
A6NCW3	FAM231BP
P0DMU5	FAM231C
Q6ZW35	FAM231D
P0DMU3	null
A0A1B0GUQ0	FAM236A
A0A1B0GV22	FAM236B
A0A1B0GTK4	FAM237A
A0A1B0GVK7	FAM240A
A0A1B0GVZ2	FAM240B
Q8N8J7	FAM241A
Q96D05	FAM241B
O60825	PFKFB2
Q8N7N1	FAM86B1
P0C5J1	FAM86B2
A6NEL3	FAM86C2P
Q05BU3	FAM86JP
Q5RGS3	FAM74A1
Q4VXF1	FAM74A3
Q658T7	FAM90A2P
A6NJQ4	FAM90A8P
A6NNJ1	FAM90A9P
A6NE21	FAM90A18P
P0C7V4	FAM90A15P
A6NIJ5	FAM90A20P
P0C7X0	FAM90A24P
D6RGX4	FAM90A26
A6NNH2	FAM90A27P
P03951	F11
P00742	F10
O94988	FAM13A
Q9H0Q0	FAM49A
Q9NUQ9	FAM49B
Q14153	FAM53B
Q71RH2	FAM57B
Q9NZY2	FAM30A
P12259	F5
Q8TCE6	FAM45A
Q8IYT1	FAM71A
Q8TC56	FAM71B
Q8NEG0	FAM71C
Q96KN1	FAM84B
Q06889	EGR3
Q9NZC4	EHF
Q96KS0	EGLN2
Q8IYF1	ELOA2
O15372	EIF3H
Q8N336	ELMOD1
P98073	TMPRSS15
P21709	EPHA1
Q12929	EPS8
Q6P179	ERAP2
Q9NVH0	EXD2
Q96KP1	EXOC2
Q9UQ84	EXO1
Q9NPD3	EXOSC4
Q9NQT4	EXOSC5
Q93063	EXT2
Q92935	EXTL1
Q5T1H1	EYS
Q5T8I3	FAM102B
Q969W3	FAM104A
Q5XKR9	FAM104B
P0CH98	FAM106CP
O95990	FAM107A
Q96PZ2	FAM111A
Q6SJ93	FAM111B
B1AL88	FAM155A
Q3B820	FAM161A
P00488	F13A1
P05160	F13B
Q96GL9	FAM163A
P0C2L3	FAM163B
Q8N612	FAM160A2
Q5W0V3	FAM160B1
Q9NWS6	FAM118A
Q9BPY3	FAM118B
Q9H5Z6	FAM124B
A1A519	FAM170A
Q9BQD7	FAM173A
Q6UWF9	FAM180A
Q6P0A1	FAM180B
Q8N9Y4	FAM181A
A6NEQ2	FAM181B
Q5T1J6	FAM182A
Q5T319	FAM182B
A6NL82	FAM183A
Q8N128	FAM177A1
Q8IXR5	FAM178B
Q17R55	FAM187B
O60320	FAM189A1
Q15884	FAM189A2
P78312	FAM193A
Q8N3H0	FAM19A2
Q5JX71	FAM209A
Q5JX69	FAM209B
Q96ND0	FAM210A
Q9Y5M1	FAM215A
Q8WUB2	FAM216A
Q8N7L0	FAM216B
Q8IXS0	FAM217A
Q9NTX9	FAM217B
Q96MZ4	FAM218A
Q5XKK7	FAM219B
Q7Z4H9	FAM220A
B1ANY3	FAM220BP
A4D161	FAM221A
A6H8Z2	FAM221B
Q5U5X8	FAM222A
Q8WU58	FAM222B
Q6P4D5	FAM122C
Q8IWN6	FAM223A
F5H4B4	FAM227A
Q9H0X4	FAM234A
A2RU67	FAM234B
P0DP71	FAM236C
A0A1B0GTK5	FAM236D
B9A014	FAM243A
P0DPQ4	FAM243B
P16118	PFKFB1
Q9BY44	EIF2A
Q96D98	EID2B
Q8N6I1	EID2
P11161	EGR2
Q9NR50	EIF2B3
Q99613	EIF3C
Q14241	ELOA
Q9H5J4	ELOVL6
Q96FG2	ELMOD3
Q8WYP5	AHCTF1
Q96C92	ENTR1
Q6UWV6	ENPP7
P49961	ENTPD1
P59796	GPX6
Q8TED1	GPX8
Q14674	ESPL1
Q96BH3	ELSPBP1
O95571	ETHE1
Q9NVM1	EVA1B
P34910	EVI2B
Q96CN4	EVI5L
O60447	EVI5
P28799	GRN
P09341	CXCL1
Q92817	EVPL
O95267	RASGRP1
Q2M3D2	EXOC3L2
Q17RC7	EXOC3L4
Q01780	EXOSC10
Q8TAG9	EXOC6
Q9UPT5	EXOC7
Q16394	EXT1
Q99504	EYA3
Q4KMX7	FAM106A
Q1W6H9	FAM110C
P07492	GRP
Q6UXB0	FAM131A
Q9C073	FAM117A
Q9NZB2	FAM120A
A8MUP6	GSG1L2
Q86V42	FAM124A
A6NMN3	FAM170B
Q96GI7	FAM89A
Q99880	HIST1H2BL
Q9UI10	EIF2B4
Q9NZN4	EHD2
Q9NZN3	EHD3
P55884	EIF3B
Q8NG57	ELOA3
Q15370	ELOB
P19957	PI3
Q6IA86	ELP2
Q15723	ELF2
Q12926	ELAVL2
P78545	ELF3
P15502	ELN
Q9UBC2	EPS15L1
Q16134	ETFDH
O00321	ETV2
Q6ZN32	ETV3L
P14921	ETS1
P43268	ETV4
P41212	ETV6
Q9Y603	ETV7
Q8IXQ9	ETFBKMT
Q9H8M9	EVA1A
Q8TDF6	RASGRP4
A0A1B0GW35	EXOC1L
Q06265	EXOSC9
Q8IYI6	EXOC8
Q5RKV6	EXOSC6
Q99502	EYA1
Q15024	EXOSC7
Q8NEV8	EXPH5
Q92800	EZH1
Q15910	EZH2
Q5T9C2	FAM102A
Q8IXS8	FAM126B
Q96BN6	FAM149B1
P0C0S5	H2AFZ
Q8NCA5	FAM98A
P00740	F9
Q7Z2G1	H2BFWT
Q8WVX9	FAR1
P68431	HIST1H3A
Q96CS3	FAF2
Q5TZK3	FAM74A4
Q8IZU1	FAM9A
Q9Y2M0	FAN1
Q0D2K5	EGFEM1P
Q8NDI1	EHBP1
P00533	EGFR
Q9H223	EHD4
O60739	EIF1B
Q9H9B1	EHMT1
O00303	EIF3F
P26378	ELAVL4
P0DMC3	APELA
A1L3X0	ELOVL7
Q15369	ELOC
P60002	ELOF1
Q96JJ3	ELMO2
Q14264	ERV3-1
B1AK53	ESPN
Q92731	ESR2
Q1W209	ESRG
Q9H6T0	ESRP2
Q96DF8	ESS2
Q86US8	SMG6
P23141	CES1
O00748	CES2
A8MXD5	GRXCR1
A6NFK2	GRXCR2
A4D2P6	GRID2IP
P41161	ETV5
Q5T7N8	FAM27D1
Q08E93	FAM27E3
Q6IPT2	FAM71E1
Q8N5Q1	FAM71E2
Q96KD3	FAM71F1
Q6NXP2	FAM71F2
A6NL05	FAM74A7
A8MXJ8	FAM90A5P
A6NDY2	FAM90A10P
A8MX19	FAM90A12P
P0C7W8	FAM90A13P
P0C7W9	FAM90A14P
A6NEW6	FAM90A16P
A8MWA6	FAM90A22P
A8MXZ1	FAM90A23P
Q658Y4	FAM91A1
P0C866	LINC00869
P00748	F12
Q9NYF5	FAM13B
Q8NE31	FAM13C
Q96MK3	FAM20A
A6NFZ4	FAM24A
Q8TBR7	FAM57A
Q9Y421	FAM32A
P0C841	FAM66E
Q5VUD6	FAM69B
Q0P6D2	FAM69C
P48637	GSS
Q96KN4	FAM84A
Q8NFI4	ST13P5
Q9P2D6	FAM135A
Q96C01	FAM136A
A1KXE4	FAM168B
Q96A26	FAM162A
Q5TC63	GRTP1
Q05DH4	FAM160A1
Q86V87	FAM160B2
P09467	FBP1
Q9NX05	FAM120C
Q5T036	FAM120AOS
Q6P995	FAM171B
Q8WUF8	FAM172A
A6NC97	FAM172BP
Q5JQS6	GCSAML
A4D1B5	GSAP
Q9NRJ2	GSN-AS1
Q6ZVS7	FAM183BP
Q3ZCQ3	FAM174B
Q9ULE4	FAM184B
Q8N0U4	FAM185A
A6PVY3	FAM177B
A6NFU0	FAM187A
P81408	FAM189B
Q6UWH4	FAM198B
Q8TCP9	FAM200A
P0CF97	FAM200B
Q6PEV8	FAM199X
Q7Z5A9	FAM19A1
Q7Z5A8	FAM19A3
Q9NX38	FAM206A
Q9NSI2	FAM207A
Q5VWN6	FAM208B
Q7L5A3	FAM214B
P23610	F8A1
Q86YD7	FAM90A1
A6NKC0	FAM90A7P
Q16875	PFKFB3
Q16877	PFKFB4
Q8NDB6	FAM156A
Q14320	FAM50A
Q9Y247	FAM50B
Q6NSI3	FAM53A
Q8IXL6	FAM20C
Q9NYF3	FAM53C
Q8N5W8	FAM24B
Q7L5A8	FA2H
Q8N2R8	FAM43A
Q6ZT52	FAM43B
Q5T7M9	FAM69A
Q6NSW5	FAM45BP
Q5JRC9	FAM47A
Q8NA70	FAM47B
Q5HY64	FAM47C
A6NHR8	FAM47DP
Q6ZV65	FAM47E
O15540	FABP7
Q17RN3	FAM98C
O60814	HIST1H2BK
Q96PS1	FANCD2OS
P57053	H2BFS
Q13158	FADD
Q8N9I5	FADS6
O60427	FADS1
Q96GK7	FAHD2A
Q96BQ1	FAM3D
Q9NVQ4	FAIM
O60667	FCMR
Q05397	PTK2
P58499	FAM3B
Q92520	FAM3C
Q9Y4F1	FARP1
Q14CZ7	FASTKD3
O15287	FANCG
P16422	EPCAM
P29320	EPHA3
P56851	EDDM3B
A6NDY0	PABPN1L
Q7L775	EPM2AIP1
Q9Y2D4	EXOC6B
Q8NHP7	EXD1
Q9NV70	EXOC1
O60645	EXOC3
O00471	EXOC5
Q9NQT5	EXOSC3
Q86XD5	FAM131B
Q96AQ9	FAM131C
Q8N9E0	FAM133A
Q6UXP7	FAM151B
P0C7A2	FAM153B
Q70Z53	FRA10AC1
Q9BQ89	FAM110A
Q49AJ0	FAM135B
A8MTA8	FAM166B
P0CG43	FAM157C
Q96KS9	FAM167A
Q9BTA0	FAM167B
Q92567	FAM168A
Q96MY7	FAM161B
Q12849	GRSF1
Q8N8A8	FAM169B
Q5T6X4	FAM162B
A5PLN7	FAM149A
Q6J272	FAM166A
Q9BQ67	GRWD1
Q96E09	FAM122A
Q7Z309	FAM122B
Q9NVL1	FAM86C1
Q9UK99	FBXO3
Q96EF6	FBXO17
P22087	FBL
Q9UKA1	FBXL5
Q6PIJ6	FBXO38
P31994	FCGR2B
Q86XK2	FBXO11
P12104	FABP2
P07148	FABP1
P33778	HIST1H2BB
Q9BXW9	FANCD2
O75844	ZMPSTE24
Q16695	HIST3H3
Q9UNN5	FAF1
Q6P587	FAHD1
Q7L8L6	FASTKD5
Q8IZU0	FAM9B
Q9BTP7	FAAP24
P62805	HIST1H4A
Q969F0	FATE1
Q8TES7	FBF1
O95967	EFEMP2
Q8TB52	FBXO30
Q969P5	FBXO32
Q9HAV7	GRPEL1
Q8TAA5	GRPEL2
P0C7U9	FAM87A
P16930	FAH
O95864	FADS2
Q9Y5Q0	FADS3
Q8TC84	FANK1
Q6V0I7	FAT4
Q00597	FANCC
Q8WWV6	FCAMR
Q9UKA2	FBXL4
Q8TCJ0	FBXO25
Q12805	EFEMP1
Q5FWF7	FBXO48
Q01362	MS4A2
P31995	FCGR2C
Q96LA5	FCRL2
Q7L513	FCRLA
P35556	FBN2
P04080	CSTB
Q8IZN7	DEFB107A
A8MPP1	DDX11L8
A0A096LNP1	DEFB131B
Q86T65	DAAM2
P98082	DAB2
Q96EP5	DAZAP1
Q9UER7	DAXX
Q10586	DBP
O43237	DYNC1LI2
P28907	CD38
Q96FF9	CDCA5
Q9BYE9	CDHR2
A6H8M9	CDHR4
P55273	CDKN2D
O43866	CD5L
Q16667	CDKN3
Q9BWV3	CDADC1
O60308	CEP104
Q9Y232	CDYL
P42771	CDKN2A
P17676	CEBPB
Q569G3	C5orf47
D6REC4	CFAP99
Q15782	CHI3L2
P10809	HSPD1
O14647	CHD2
O43745	CHP2
Q96BS2	TESC
Q8IYX4	DND1
Q9UF47	DNAJC5B
Q8N7S2	DNAJC5G
P31689	DNAJA1
O60884	DNAJA2
P25686	DNAJB2
Q8WWF6	DNAJB3
Q9UDY4	DNAJB4
O75953	DNAJB5
O75190	DNAJB6
Q7Z6W7	DNAJB7
Q8NHS0	DNAJB8
Q9UBS3	DNAJB9
Q96KC8	DNAJC1
Q99543	DNAJC2
Q13217	DNAJC3
Q9NNZ3	DNAJC4
Q9H3Z4	DNAJC5
Q99615	DNAJC7
O75937	DNAJC8
Q8WXX5	DNAJC9
Q8IYA6	CKAP2L
P18858	LIG1
P49916	LIG3
P33552	CKS2
P49917	LIG4
Q08477	CYP4F3
Q9BSJ5	C17orf80
Q0VDD5	MIR22HG
Q96MF6	COQ10A
Q8N123	CPXCR1
Q9P2I0	CPSF2
Q8TCD1	C18orf32
Q2VPA4	CR1L
Q8N9M1	C19orf47
Q5BKX5	C19orf54
Q0VDD7	C19orf57
A6NCJ1	C19orf71
P61201	COPS2
Q9UNS2	COPS3
Q8WXC6	COPS9
Q9H9Q2	COPS7B
O14682	ENC1
Q9H8E8	KAT14
Q96S65	CSRNP1
Q05048	CSTF1
P33240	CSTF2
Q9H0L4	CSTF2T
Q9BR46	C20orf78
Q9H1P6	C20orf85
Q9NUD7	C20orf96
Q9BQT9	CLSTN3
Q96C57	CUSTOS
P0C5K6	VENTXP1
Q9H4R4	NCOR1P1
Q8N268	C20orf197
Q9P2B4	CTTNBP2NL
P0DMV2	CT45A9
P0DMU8	CT45A5
P0DMU7	CT45A6
Q8WUE5	CT55
P0C5K7	CT62
Q8WYA6	CTNNBL1
P0CG12	CHTF8
P0CG13	CHTF8
Q96CG8	CTHRC1
Q8IX94	CTAGE4
O15194	CTDSPL
O60931	CTNS
Q9UI47	CTNNA3
P0CG41	CTAGE8
Q6PD62	CTR9
P17538	CTRB1
Q6GPI1	CTRB2
O14578	CIT
Q8TC29	ENKUR
Q6NT55	CYP4F22
Q8NEP4	C17orf47
P08686	CYP21A2
Q70SY1	CREB3L2
P26998	CRYBB3
Q92523	CPT1B
O75177	SS18L1
P07315	CRYGC
P07320	CRYGD
Q00013	MPP1
Q13324	CRHR2
P06850	CRH
P46108	CRK
Q13536	C1orf61
Q5UCC4	EMC10
Q53ET0	CRTC2
P02511	CRYAB
Q8N766	EMC1
Q9Y534	CSDC2
Q5T4H9	CASC10
Q9P1W3	TMEM63C
P07333	CSF1R
A4GXA9	EME2
P19784	CSNK2A2
Q9BXX0	EMILIN2
A8MUP2	CSKMT
P54851	EMP2
Q4G0I0	CCSMST1
O43739	CYTH3
Q5D0E6	DALRD3
P08174	CD55
Q8N3J3	C17orf53
Q9BZP3	LINC00470
Q96KH6	C18orf12
Q32NC0	C18orf21
P20853	CYP2A7
Q16696	CYP2A13
Q16850	CYP51A1
Q9UKF6	CPSF3
Q8WVH0	CPLX3
P13584	CYP4B1
Q8N1P7	CRYBG2
Q9BU40	CHRDL1
Q6UXH1	CRELD2
Q53HC9	EIPR1
Q03060	CREM
Q8WXF5	CRYGN
O95834	EML2
Q32P44	EML3
Q9HC35	EML4
Q05BV3	EML5
Q6ZMW3	EML6
Q5T6L9	ERMARD
Q9H175	CSRNP2
Q8WYN3	CSRNP3
P21291	CSRP1
Q16527	CSRP2
P50461	CSRP3
O94919	ENDOD1
Q9H114	CSTL1
Q9H112	CST11
Q9H4D0	CLSTN2
O60676	CST8
Q9BQM9	C20orf144
Q96LM9	C20orf173
Q9UGB4	C20orf187
Q5TEA3	C20orf194
A1L168	C20orf202
Q5HYN5	CT45A1
Q8NHU0	CT45A3
P0DMV0	CT45A7
Q13363	CTBP1
O75638	CTAG2
Q8NI51	CTCFL
P78358	CTAG1A
O15320	CTAGE5
Q9BRF8	CPPED1
Q96MU5	C17orf77
P98187	CYP4F8
Q16630	CPSF6
Q9UBL6	CPNE7
Q96B23	C18orf25
J3KSC0	LINC01387
Q6ZTR6	C18orf65
A6NJJ6	C19orf67
Q9H4I9	SMDT1
Q13098	GPS1
Q7Z589	EMSY
Q6UVK1	CSPG4
Q1MSJ5	CSPP1
Q12996	CSTF3
P21128	ENDOU
Q9NUB4	C20orf141
Q8NBC4	C20orf203
A0A1B0GTL2	C20orf204
Q5DJT8	CT45A2
P0DMU9	CT45A10
Q5JQC4	CT47A1
P0C2W7	CT47B1
P0DMV1	CT45A8
P56545	CTBP2
Q2NKJ3	CTC1
P49711	CTCF
Q9Y5B0	CTDP1
Q9GZU7	CTDSP1
O14595	CTDSP2
P16410	CTLA4
Q16619	CTF1
Q8IWA5	SLC44A2
Q86UF2	CTAGE6
P35222	CTNNB1
Q14999	CUL7
Q13617	CUL2
A2RUQ5	C17orf102
Q6ZR85	C17orf107
O75131	CPNE3
Q6ZWL3	CYP4V2
Q8N118	CYP4X1
Q8N1L4	CYP4Z2P
Q9BV73	CEP250
Q15438	CYTH1
Q99418	CYTH2
Q5VT40	FAM78B
Q9BWK5	CYREN
Q717R9	CYS1
Q9H4H8	FAM83D
Q8NEG4	FAM83F
O76096	CST7
O60759	CYTIP
Q6ZN68	DPY19L2P2
Q8NET1	DEFB108B
Q8N465	D2HGDH
P0C864	DANCR
Q9P219	CCDC88C
Q8NA75	DCAF4L2
A6NGE4	DCAF8L1
Q9BTE1	DCTN5
Q96SD1	DCLRE1C
Q5HYJ3	FAM76B
P08709	F7
O00622	CYR61
A6ND36	FAM83G
Q6ZRV2	FAM83H
Q8NG35	DEFB105A
Q96NX9	DACH2
P61803	DAD1
Q6ZRR9	DCDC5
A2VCK2	DCDC2B
P01037	CST1
P28325	CST5
Q6ZPD9	DPY19L3
Q96J86	CYYR1
Q8NEP3	DNAAF1
P0DP74	DEFB130A
Q5VWQ8	DAB2IP
O43293	DAPK3
Q9BQY9	DBNDD2
Q9UJU6	DBNL
Q30KP9	DEFB135
Q96JK2	DCAF5
A6NMT0	DBX1
Q5VW00	DCAF12L2
O14576	DYNC1I1
Q9Y6G9	DYNC1LI1
Q5H9S7	DCAF17
O95822	MLYCD
P10606	COX5B
Q9NR63	CYP26B1
Q99829	CPNE1
Q9BZB8	CPEB1
F2Z3M2	C17orf112
Q7Z449	CYP2U1
Q96FQ7	LINC00526
Q9UJA2	CRLS1
Q9UIA0	CYTH4
Q6ZMK1	CYHR1
P35663	CYLC1
Q14093	CYLC2
Q7L576	CYFIP1
Q96LP2	FAM81B
P01040	CSTA
A6NH13	DNAJC9-AS1
Q92904	DAZL
Q30KQ5	DEFB115
P22676	CALB2
Q13939	CCIN
Q96L12	CALR3
P35218	CA5A
Q9Y6W3	CAPN7
O75808	CAPN15
Q96LZ3	PPP3R2
P40121	CAPG
Q9BWT7	CARD10
Q8WWF8	CAPSL
Q96LW7	CARD19
Q68DN1	C2orf16
P55211	CASP9
P56202	CTSW
Q9UBR2	CTSZ
Q6NZI2	CAVIN1
O95810	CAVIN2
Q8IVU9	CABCOCO1
Q6P9G0	CYB5D1
Q9UI42	CPA4
P16870	CPE
Q8N7E2	CBLL2
P15169	CPN1
Q9UPW5	AGTPBP1
Q13185	CBX3
Q8NHW4	CCL4L1
Q494R4	CCDC153
Q9H6E4	CCDC134
Q9H0I3	CCDC113
O75976	CPD
Q8NCU4	CCDC191
Q8IWD4	CCDC117
Q9NVL8	CCDC198
A6NC98	CCDC88B
Q9UNH5	CDC14A
Q92793	CREBBP
Q6ZUJ4	C3orf62
Q5VVM6	CCDC30
A2RUB6	CCDC66
Q8NEL0	CCDC54
Q2TAC2	CCDC57
P24864	CCNE1
P14635	CCNB1
Q16589	CCNG2
Q8ND76	CCNY
P80075	CCL8
O00585	CCL21
P41597	CCR2
P0DP24	CALM2
Q05682	CALD1
P47756	CAPZB
Q9NXV6	CDKN2AIP
Q9NQ75	CASS4
Q8NEF3	CCDC112
O95503	CBX6
Q8N9Z2	CCDC71L
A0A1B0GUA6	CCDC195
A6NKD9	CCDC85C
Q9BRT8	CBWD1
Q8N5N4	C3orf22
Q86WR0	CCDC25
Q9Y6R9	CCDC61
Q8N5R6	CCDC33
Q96HJ3	CCDC34
A6NI79	CCDC69
P13500	CCL2
P32320	CDA
Q99618	CDCA3
P19397	CD53
P50750	CDK9
Q8IWY9	CDAN1
Q00536	CDK16
Q9H211	CDT1
Q5SW79	CEP170
A4QMS7	C5orf49
Q8N7Q2	CELF2-AS1
Q96GS4	BORCS6
Q12982	BNIP2
Q7L3V2	RTL10
Q7Z465	BNIPL
P22004	BMP6
Q8WVV5	BTN2A2
C9JJ37	BTBD19
O60885	BRD4
P20290	BTF3
Q9BXI9	C1QTNF6
Q9NRR3	CDC42SE2
P02746	C1QB
Q8NDD1	C1orf131
P57796	CABP4
Q9H7X2	C1orf115
O95180	CACNA1H
O00555	CACNA1A
O75309	CDH16
Q5T440	IBA57
P55286	CDH8
P06881	CALCA
P55210	CASP7
Q9BX69	CARD6
P51878	CASP5
P07711	CTSL
P25774	CTSS
O60911	CTSV
Q6ZSB3	LINC00299
Q08AI8	C2orf54
Q6UXQ4	C2orf66
Q2NKX9	C2orf68
Q92851	CASP10
Q8N350	CBARP
Q0P641	C2orf80
P51636	CAV2
Q96IY4	CPB2
Q9NTU7	CBLN4
Q8IVL8	CPO
P22681	CBL
Q86Z20	CCDC125
Q5BJE1	CCDC178
Q8IYK2	CCDC105
Q9P1Z9	CCDC180
P13994	CCDC130
Q5T5S1	CCDC183
A0ZSE6	TMEM30CP
Q8IX12	CCAR1
Q502W7	CCDC38
Q53HC0	CCDC92
Q6ZUT6	CCDC9B
Q76M96	CCDC80
Q9Y698	CACNG2
Q8N4S0	CCDC82
Q86UT8	CCDC84
P32238	CCKAR
P51946	CCNH
Q14094	CCNI
O95067	CCNB2
Q5T5M9	CCNJ
P32248	CCR7
Q53FE4	C4orf17
P15813	CD1D
